Time/Date, W, X, Y, Z, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ
11:47:33 07/04/2014,0.61,0.65,-0.16,-0.43,-0.69,-2.20,-0.19,-41.63,-72.75,659.61,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.62,0.64,-0.18,-0.41,-0.66,-2.25,-0.25,-42.11,-74.10,659.73,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.63,0.64,-0.19,-0.40,-0.56,-2.29,-0.26,-41.99,-75.38,659.79,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.65,0.63,-0.21,-0.38,-0.54,-2.32,-0.25,-41.63,-74.28,660.03,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.66,0.62,-0.23,-0.36,-0.49,-2.37,-0.21,-41.93,-72.63,660.28,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.67,0.61,-0.25,-0.35,-0.48,-2.38,-0.28,-42.85,-71.41,660.64,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.68,0.60,-0.27,-0.33,-0.38,-2.40,-0.26,-43.95,-71.72,660.64,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.69,0.59,-0.29,-0.31,-0.35,-2.42,-0.19,-42.85,-70.13,660.77,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.70,0.58,-0.31,-0.29,-0.33,-2.44,-0.28,-44.62,-71.41,660.95,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.70,0.57,-0.33,-0.28,-0.29,-2.49,-0.29,-44.98,-74.52,660.71,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.71,0.55,-0.34,-0.26,-0.21,-2.48,-0.23,-40.83,-74.71,660.40,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.72,0.54,-0.36,-0.24,-0.13,-2.47,-0.23,-41.38,-75.01,660.46,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.73,0.53,-0.38,-0.22,-0.08,-2.50,-0.31,-45.29,-77.21,660.89,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.73,0.51,-0.40,-0.20,-0.04,-2.53,-0.31,-45.72,-77.21,661.01,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.74,0.50,-0.41,-0.18,-0.00,-2.53,-0.29,-41.50,-74.40,661.01,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.74,0.49,-0.43,-0.17,0.06,-2.49,-0.27,-39.37,-73.18,660.89,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.75,0.47,-0.45,-0.15,0.15,-2.49,-0.25,-39.49,-71.96,660.89,-1392.00,834.00,1314.00
11:47:33 07/04/2014,0.75,0.46,-0.46,-0.13,0.22,-2.47,-0.32,-41.26,-71.11,660.83,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.75,0.44,-0.48,-0.11,0.29,-2.46,-0.26,-40.71,-70.86,660.58,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.75,0.43,-0.49,-0.09,0.28,-2.46,-0.30,-40.95,-71.78,660.46,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.76,0.41,-0.51,-0.07,0.35,-2.45,-0.31,-40.65,-73.30,660.10,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.76,0.39,-0.52,-0.05,0.39,-2.41,-0.33,-40.65,-73.30,659.97,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.76,0.38,-0.53,-0.03,0.45,-2.39,-0.41,-43.09,-74.10,659.61,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.76,0.36,-0.55,-0.01,0.48,-2.38,-0.34,-42.42,-73.91,659.42,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.75,0.34,-0.56,0.01,0.59,-2.31,-0.27,-41.99,-72.81,659.18,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.75,0.32,-0.57,0.03,0.61,-2.30,-0.25,-41.93,-72.33,659.00,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.75,0.31,-0.58,0.05,0.66,-2.25,-0.21,-40.77,-72.57,658.75,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.75,0.29,-0.60,0.07,0.66,-2.24,-0.22,-40.22,-72.14,658.57,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.74,0.27,-0.61,0.09,0.70,-2.20,-0.31,-39.98,-72.08,658.26,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.74,0.25,-0.62,0.11,0.78,-2.14,-0.33,-39.61,-72.02,657.90,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.73,0.23,-0.63,0.13,0.79,-2.10,-0.40,-39.55,-72.08,657.65,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.73,0.21,-0.63,0.15,0.82,-2.04,-0.30,-39.55,-72.08,657.23,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.72,0.19,-0.64,0.17,0.89,-1.96,-0.23,-40.10,-71.11,656.86,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.71,0.17,-0.65,0.19,0.91,-1.95,-0.30,-41.20,-71.23,656.49,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.71,0.15,-0.66,0.21,0.92,-1.89,-0.22,-40.04,-71.84,656.07,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.70,0.13,-0.67,0.23,0.91,-1.84,-0.29,-40.59,-72.57,655.64,-1392.00,-1543.00,993.00
11:47:33 07/04/2014,0.69,0.11,-0.67,0.24,0.92,-1.79,-0.30,-40.71,-72.75,655.15,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.68,0.09,-0.68,0.26,0.94,-1.73,-0.27,-40.83,-73.06,654.66,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.67,0.07,-0.68,0.28,0.99,-1.64,-0.29,-41.44,-72.20,654.36,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.66,0.05,-0.69,0.30,1.02,-1.59,-0.23,-41.81,-71.29,653.99,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.65,0.03,-0.69,0.32,1.00,-1.53,-0.19,-41.50,-70.37,653.75,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.64,0.01,-0.69,0.33,1.00,-1.52,-0.32,-41.69,-71.23,653.32,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.63,-0.01,-0.70,0.35,1.01,-1.45,-0.13,-40.04,-70.92,652.77,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.61,-0.03,-0.70,0.37,1.00,-1.36,-0.15,-40.04,-71.11,652.47,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.60,-0.05,-0.70,0.38,0.98,-1.31,-0.22,-39.43,-72.69,651.92,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.59,-0.07,-0.70,0.40,0.96,-1.29,-0.23,-38.70,-72.08,651.61,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.57,-0.09,-0.70,0.42,0.93,-1.18,-0.28,-38.57,-70.86,651.31,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.56,-0.11,-0.70,0.43,0.94,-1.16,-0.22,-39.61,-69.64,650.82,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.54,-0.13,-0.70,0.45,0.91,-1.10,-0.19,-40.59,-69.21,650.45,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.53,-0.15,-0.70,0.46,0.89,-1.03,-0.12,-40.71,-69.82,649.90,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.51,-0.17,-0.70,0.47,0.86,-0.99,-0.13,-41.38,-70.56,649.48,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.50,-0.19,-0.69,0.49,0.83,-0.95,-0.17,-40.83,-71.29,649.05,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.48,-0.20,-0.69,0.50,0.81,-0.91,-0.16,-40.16,-71.90,648.62,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.46,-0.22,-0.69,0.51,0.80,-0.87,-0.16,-40.16,-69.95,648.50,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.44,-0.24,-0.68,0.53,0.74,-0.79,-0.13,-39.25,-70.13,648.13,819.00,-2835.00,1054.00
11:47:33 07/04/2014,0.43,-0.26,-0.68,0.54,0.71,-0.76,-0.14,-39.86,-70.98,647.71,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.41,-0.28,-0.67,0.55,0.64,-0.72,-0.16,-40.41,-69.64,647.34,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.39,-0.30,-0.67,0.56,0.62,-0.69,-0.08,-40.04,-70.80,646.79,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.37,-0.31,-0.66,0.57,0.57,-0.66,-0.15,-39.67,-71.53,646.61,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.35,-0.33,-0.65,0.58,0.57,-0.66,-0.11,-38.64,-68.91,646.61,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.33,-0.35,-0.65,0.59,0.51,-0.59,-0.09,-38.21,-67.44,646.48,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.31,-0.37,-0.64,0.60,0.44,-0.57,-0.12,-38.88,-67.44,646.36,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.30,-0.38,-0.63,0.61,0.35,-0.54,-0.08,-39.06,-67.44,646.00,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.28,-0.40,-0.62,0.62,0.31,-0.53,-0.09,-40.65,-67.69,645.69,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.26,-0.42,-0.61,0.63,0.27,-0.50,-0.13,-40.89,-67.99,645.45,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.23,-0.43,-0.60,0.63,0.23,-0.49,-0.13,-41.93,-69.70,645.14,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.21,-0.45,-0.59,0.64,0.19,-0.48,-0.08,-42.05,-68.30,644.84,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.19,-0.46,-0.58,0.64,0.08,-0.49,-0.03,-41.93,-66.10,644.90,2228.00,-787.00,718.00
11:47:33 07/04/2014,0.17,-0.48,-0.57,0.65,0.07,-0.51,-0.08,-42.48,-65.00,644.90,2228.00,-787.00,718.00
11:47:34 07/04/2014,0.15,-0.49,-0.55,0.66,-0.04,-0.46,-0.09,-40.95,-66.77,644.71,2228.00,-787.00,718.00
11:47:34 07/04/2014,0.13,-0.50,-0.54,0.66,-0.08,-0.52,-0.05,-42.66,-66.59,644.59,2228.00,-787.00,718.00
11:47:34 07/04/2014,0.11,-0.52,-0.53,0.66,-0.09,-0.47,-0.06,-40.77,-64.33,644.47,2228.00,-787.00,718.00
11:47:34 07/04/2014,0.09,-0.53,-0.52,0.67,-0.14,-0.45,0.07,-42.85,-63.96,644.65,2228.00,-787.00,718.00
11:47:34 07/04/2014,0.07,-0.54,-0.50,0.67,-0.20,-0.54,-0.05,-42.79,-66.41,644.90,2228.00,-787.00,718.00
11:47:34 07/04/2014,0.05,-0.55,-0.49,0.67,-0.24,-0.51,-0.04,-40.28,-69.58,644.78,884.00,1228.00,1024.00
11:47:34 07/04/2014,0.03,-0.57,-0.47,0.67,-0.33,-0.53,-0.11,-42.36,-69.58,644.96,884.00,1228.00,1024.00
11:47:34 07/04/2014,0.00,-0.58,-0.46,0.67,-0.43,-0.57,-0.04,-42.30,-69.34,644.90,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.02,-0.59,-0.44,0.68,-0.42,-0.61,-0.08,-42.72,-70.50,644.90,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.04,-0.60,-0.43,0.68,-0.41,-0.60,-0.13,-43.33,-70.25,645.08,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.06,-0.61,-0.41,0.68,-0.56,-0.65,-0.03,-42.79,-70.74,645.20,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.08,-0.62,-0.40,0.67,-0.58,-0.70,-0.02,-44.01,-70.07,645.26,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.10,-0.63,-0.38,0.67,-0.60,-0.71,-0.06,-43.88,-69.64,645.51,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.12,-0.63,-0.36,0.67,-0.66,-0.80,0.02,-42.91,-70.07,645.75,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.14,-0.64,-0.35,0.67,-0.67,-0.79,-0.06,-40.59,-71.72,645.93,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.17,-0.65,-0.33,0.67,-0.70,-0.81,-0.10,-40.83,-71.35,646.30,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.19,-0.65,-0.31,0.66,-0.75,-0.90,-0.02,-41.44,-70.98,646.48,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.21,-0.66,-0.29,0.66,-0.78,-0.95,-0.06,-41.69,-69.40,646.73,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.23,-0.67,-0.28,0.65,-0.80,-0.96,-0.09,-43.88,-69.82,646.97,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.25,-0.67,-0.26,0.65,-0.86,-1.03,-0.08,-44.25,-68.73,647.28,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.27,-0.68,-0.24,0.64,-0.86,-1.07,-0.13,-44.74,-68.85,647.52,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.29,-0.68,-0.22,0.64,-0.88,-1.10,-0.04,-43.64,-68.48,647.64,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.31,-0.68,-0.20,0.63,-0.92,-1.17,-0.09,-44.31,-69.09,648.25,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.33,-0.69,-0.18,0.62,-0.90,-1.24,-0.05,-43.09,-71.66,648.32,884.00,1228.00,1024.00
11:47:34 07/04/2014,-0.35,-0.69,-0.16,0.62,-0.91,-1.28,-0.02,-40.89,-70.43,648.44,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.36,-0.69,-0.15,0.61,-0.93,-1.37,-0.10,-42.97,-74.71,648.93,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.38,-0.69,-0.13,0.60,-0.94,-1.40,-0.11,-41.26,-74.77,649.29,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.40,-0.69,-0.11,0.59,-0.95,-1.50,-0.12,-42.24,-73.85,649.60,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.42,-0.69,-0.09,0.58,-0.94,-1.52,-0.14,-41.81,-71.72,649.90,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.44,-0.69,-0.07,0.57,-0.91,-1.56,-0.18,-42.97,-71.11,650.21,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.45,-0.69,-0.05,0.56,-0.93,-1.64,-0.16,-43.40,-71.84,650.57,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.47,-0.69,-0.03,0.55,-0.95,-1.68,-0.15,-42.60,-71.11,650.82,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.49,-0.69,-0.01,0.54,-0.90,-1.75,-0.10,-43.27,-72.14,651.12,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.50,-0.69,0.01,0.53,-0.88,-1.80,-0.16,-42.36,-70.98,651.55,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.52,-0.68,0.03,0.51,-0.88,-1.87,-0.13,-42.72,-71.29,651.79,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.54,-0.68,0.05,0.50,-0.84,-1.91,-0.18,-41.93,-69.95,652.16,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.55,-0.67,0.07,0.49,-0.82,-1.97,-0.25,-42.72,-72.39,652.47,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.57,-0.67,0.09,0.47,-0.82,-2.03,-0.17,-41.87,-74.16,652.40,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.58,-0.66,0.11,0.46,-0.76,-2.05,-0.22,-41.81,-74.58,652.53,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.59,-0.66,0.13,0.45,-0.75,-2.11,-0.21,-42.66,-75.93,652.83,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.61,-0.65,0.15,0.43,-0.71,-2.16,-0.18,-42.54,-75.44,653.08,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.62,-0.64,0.17,0.42,-0.67,-2.18,-0.19,-41.63,-72.75,653.44,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.63,-0.64,0.19,0.40,-0.61,-2.20,-0.17,-41.81,-71.04,653.69,-622.00,1748.00,1421.00
11:47:34 07/04/2014,-0.64,-0.63,0.21,0.38,-0.57,-2.28,-0.18,-42.30,-69.70,654.17,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.65,-0.62,0.23,0.37,-0.58,-2.33,-0.15,-41.02,-67.93,654.42,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.67,-0.61,0.25,0.35,-0.49,-2.33,-0.26,-42.05,-69.21,654.60,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.68,-0.60,0.27,0.33,-0.43,-2.33,-0.31,-41.38,-70.43,654.60,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.68,-0.59,0.29,0.32,-0.40,-2.38,-0.23,-41.02,-71.29,654.48,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.69,-0.58,0.30,0.30,-0.40,-2.43,-0.23,-42.24,-73.36,654.54,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.70,-0.57,0.32,0.28,-0.30,-2.42,-0.29,-42.11,-74.83,654.48,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.71,-0.56,0.34,0.26,-0.20,-2.42,-0.26,-42.36,-75.81,654.54,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.72,-0.54,0.36,0.25,-0.24,-2.46,-0.25,-41.87,-74.28,654.85,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.72,-0.53,0.38,0.23,-0.14,-2.47,-0.21,-41.87,-73.67,654.91,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.73,-0.52,0.39,0.21,-0.08,-2.49,-0.24,-41.50,-72.51,655.03,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.74,-0.51,0.41,0.19,-0.05,-2.49,-0.22,-39.67,-70.13,655.03,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.74,-0.49,0.43,0.17,0.01,-2.44,-0.24,-40.28,-70.25,655.03,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.74,-0.48,0.44,0.15,0.15,-2.48,-0.33,-44.68,-72.63,655.15,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.75,-0.46,0.46,0.13,0.11,-2.49,-0.34,-42.42,-74.16,654.91,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.75,-0.45,0.47,0.11,0.22,-2.44,-0.30,-39.67,-74.34,654.42,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.75,-0.43,0.49,0.09,0.24,-2.46,-0.34,-40.59,-73.43,654.42,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.75,-0.42,0.50,0.08,0.28,-2.44,-0.33,-40.71,-73.06,654.17,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.76,-0.40,0.52,0.06,0.36,-2.40,-0.33,-41.20,-72.57,653.99,-1769.00,-362.00,1329.00
11:47:34 07/04/2014,-0.76,-0.38,0.53,0.04,0.43,-2.38,-0.24,-40.16,-71.11,653.99,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.76,-0.37,0.54,0.02,0.44,-2.37,-0.28,-40.22,-71.23,653.75,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.76,-0.35,0.56,-0.00,0.51,-2.33,-0.24,-39.18,-70.86,653.56,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.75,-0.33,0.57,-0.02,0.61,-2.29,-0.32,-39.73,-70.43,653.38,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.75,-0.31,0.58,-0.04,0.61,-2.26,-0.37,-41.69,-70.68,653.32,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.75,-0.29,0.59,-0.06,0.65,-2.25,-0.39,-42.18,-72.20,652.71,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.75,-0.28,0.60,-0.08,0.68,-2.21,-0.27,-40.04,-71.59,652.53,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.74,-0.26,0.61,-0.10,0.69,-2.19,-0.29,-40.71,-72.33,652.16,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.74,-0.24,0.62,-0.12,0.83,-2.08,-0.28,-39.98,-73.12,651.55,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.73,-0.22,0.63,-0.14,0.81,-2.05,-0.19,-39.31,-72.45,651.37,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.72,-0.20,0.64,-0.16,0.80,-2.00,-0.27,-39.55,-72.33,651.12,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.72,-0.18,0.65,-0.18,0.87,-1.98,-0.36,-40.89,-70.07,650.82,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.71,-0.16,0.65,-0.20,0.86,-1.90,-0.32,-38.70,-69.58,650.70,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.70,-0.14,0.66,-0.22,0.88,-1.89,-0.27,-39.06,-69.95,650.21,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.70,-0.12,0.67,-0.23,0.98,-1.84,-0.29,-39.86,-71.11,649.60,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.69,-0.10,0.67,-0.25,0.99,-1.70,-0.12,-38.21,-70.50,649.23,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.68,-0.08,0.68,-0.27,0.94,-1.76,-0.26,-40.04,-71.96,648.74,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.67,-0.06,0.68,-0.29,0.98,-1.66,-0.36,-39.61,-71.59,648.38,-491.00,-2504.00,764.00
11:47:34 07/04/2014,-0.66,-0.04,0.69,-0.31,0.99,-1.54,-0.26,-39.49,-70.68,648.01,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.64,-0.02,0.69,-0.32,0.99,-1.51,-0.26,-40.59,-70.43,647.58,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.63,-0.00,0.69,-0.34,0.97,-1.46,-0.24,-40.47,-70.98,647.09,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.62,0.02,0.70,-0.36,0.99,-1.42,-0.17,-40.53,-70.92,646.61,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.61,0.04,0.70,-0.37,0.99,-1.39,-0.17,-40.16,-71.04,646.30,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.60,0.06,0.70,-0.39,0.97,-1.31,-0.23,-39.55,-70.37,646.00,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.58,0.08,0.70,-0.41,0.98,-1.24,-0.21,-39.31,-69.27,645.63,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.57,0.10,0.70,-0.42,0.97,-1.17,-0.22,-39.79,-69.34,645.20,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.55,0.12,0.70,-0.44,0.94,-1.12,-0.19,-39.98,-69.52,644.71,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.54,0.13,0.70,-0.45,0.91,-1.10,-0.17,-39.55,-70.19,644.23,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.52,0.15,0.70,-0.47,0.90,-1.05,-0.17,-39.73,-70.01,643.86,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.51,0.17,0.70,-0.48,0.89,-0.97,-0.15,-39.12,-70.80,643.43,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.49,0.19,0.69,-0.49,0.85,-0.92,-0.21,-39.25,-71.66,643.01,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.47,0.21,0.69,-0.51,0.83,-0.87,-0.16,-40.22,-70.43,642.70,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.46,0.23,0.69,-0.52,0.79,-0.83,-0.15,-40.28,-70.68,642.27,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.44,0.25,0.68,-0.53,0.73,-0.80,-0.19,-39.79,-70.43,642.03,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.42,0.27,0.68,-0.54,0.70,-0.77,-0.10,-39.25,-68.79,641.78,1097.00,-2347.00,886.00
11:47:34 07/04/2014,-0.40,0.28,0.67,-0.55,0.66,-0.71,-0.09,-38.45,-67.44,641.54,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.39,0.30,0.66,-0.56,0.64,-0.67,-0.13,-38.09,-67.99,641.24,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.37,0.32,0.66,-0.58,0.56,-0.62,-0.09,-37.78,-69.09,640.81,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.35,0.34,0.65,-0.59,0.55,-0.62,-0.13,-38.94,-69.09,640.50,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.33,0.35,0.64,-0.59,0.49,-0.57,-0.12,-38.57,-70.07,640.20,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.31,0.37,0.63,-0.60,0.45,-0.54,-0.16,-39.73,-70.25,639.89,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.29,0.39,0.63,-0.61,0.37,-0.52,-0.12,-40.65,-70.43,639.59,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.27,0.40,0.62,-0.62,0.34,-0.52,-0.13,-41.75,-68.85,639.34,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.25,0.42,0.61,-0.63,0.23,-0.50,-0.02,-39.73,-65.67,639.40,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.23,0.43,0.60,-0.63,0.28,-0.46,-0.01,-39.31,-60.91,639.16,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.21,0.45,0.59,-0.64,0.17,-0.49,-0.09,-39.37,-61.71,639.28,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.19,0.46,0.58,-0.65,0.14,-0.46,-0.11,-39.18,-64.03,638.98,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.17,0.48,0.56,-0.65,0.09,-0.42,-0.10,-39.61,-64.33,638.98,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.15,0.49,0.55,-0.66,0.00,-0.45,-0.10,-41.63,-64.64,638.92,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.13,0.51,0.54,-0.66,-0.05,-0.46,-0.04,-41.99,-64.88,638.49,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.11,0.52,0.53,-0.66,-0.10,-0.45,-0.11,-43.15,-65.25,638.31,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.09,0.53,0.51,-0.67,-0.11,-0.46,0.08,-44.25,-65.92,638.24,1490.00,645.00,1008.00
11:47:34 07/04/2014,-0.06,0.54,0.50,-0.67,-0.18,-0.49,-0.00,-43.40,-68.60,638.43,425.00,1654.00,1360.00
11:47:34 07/04/2014,-0.04,0.56,0.49,-0.67,-0.23,-0.46,-0.12,-41.02,-70.92,638.55,425.00,1654.00,1360.00
11:47:34 07/04/2014,-0.02,0.57,0.47,-0.67,-0.29,-0.50,-0.04,-41.81,-71.11,638.55,425.00,1654.00,1360.00
11:47:34 07/04/2014,-0.00,0.58,0.46,-0.68,-0.39,-0.55,-0.02,-42.97,-68.36,638.73,425.00,1654.00,1360.00
