Time/Date, W, X, Y, Z, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ
11:47:26 07/04/2014,-0.56,-0.67,0.07,0.48,0.35,-0.18,0.02,-39.06,-61.52,557.68,1327.00,630.00,917.00
11:47:26 07/04/2014,-0.74,-0.26,0.60,-0.11,-0.77,-1.72,-0.09,-41.14,-67.26,592.53,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.74,-0.24,0.61,-0.13,-0.76,-1.75,-0.15,-41.44,-67.44,593.69,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.74,-0.23,0.62,-0.15,-0.70,-1.82,-0.07,-40.89,-66.89,594.73,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.73,-0.21,0.63,-0.17,-0.71,-1.86,-0.22,-41.99,-67.32,596.01,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.72,-0.19,0.64,-0.18,-0.71,-1.95,-0.26,-42.72,-69.89,596.80,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.72,-0.17,0.65,-0.20,-0.67,-1.96,-0.18,-41.08,-69.58,597.35,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.71,-0.15,0.65,-0.22,-0.59,-1.96,-0.15,-41.56,-68.66,598.39,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.70,-0.14,0.66,-0.23,-0.56,-2.02,-0.13,-42.60,-68.48,599.61,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.69,-0.12,0.66,-0.25,-0.52,-2.08,-0.18,-42.72,-67.20,600.71,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.68,-0.10,0.67,-0.27,-0.47,-2.10,-0.21,-43.40,-68.60,601.56,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.68,-0.08,0.67,-0.29,-0.42,-2.10,-0.26,-43.33,-68.18,602.48,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.67,-0.06,0.68,-0.30,-0.39,-2.17,-0.26,-44.92,-69.09,603.33,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.66,-0.04,0.68,-0.32,-0.37,-2.19,-0.19,-43.27,-67.26,604.19,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.64,-0.03,0.69,-0.33,-0.30,-2.21,-0.17,-43.58,-66.83,605.04,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.63,-0.01,0.69,-0.35,-0.26,-2.25,-0.25,-45.35,-67.93,606.02,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.62,0.01,0.69,-0.37,-0.20,-2.23,-0.24,-43.64,-66.47,606.69,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.61,0.03,0.69,-0.38,-0.15,-2.24,-0.22,-44.80,-67.38,607.60,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.60,0.05,0.70,-0.40,-0.12,-2.26,-0.27,-45.78,-68.05,608.46,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.58,0.07,0.70,-0.41,-0.07,-2.29,-0.28,-45.90,-67.87,609.19,524.00,1433.00,1268.00
11:47:26 07/04/2014,-0.57,0.09,0.70,-0.42,-0.03,-2.27,-0.25,-45.47,-67.44,609.80,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.56,0.11,0.70,-0.44,0.01,-2.31,-0.22,-46.51,-67.57,610.60,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.54,0.12,0.70,-0.45,0.10,-2.29,-0.24,-45.90,-66.77,611.27,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.53,0.14,0.70,-0.47,0.15,-2.30,-0.28,-45.96,-66.65,611.82,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.51,0.16,0.69,-0.48,0.21,-2.26,-0.21,-45.47,-65.61,612.49,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.50,0.18,0.69,-0.49,0.25,-2.28,-0.32,-46.75,-66.10,613.10,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.48,0.20,0.69,-0.50,0.32,-2.26,-0.25,-46.45,-66.04,613.46,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.46,0.22,0.69,-0.52,0.34,-2.24,-0.25,-46.20,-66.59,613.89,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.45,0.23,0.68,-0.53,0.41,-2.20,-0.33,-45.84,-67.50,614.26,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.43,0.25,0.68,-0.54,0.45,-2.22,-0.23,-44.13,-67.75,614.56,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.41,0.27,0.67,-0.55,0.47,-2.20,-0.31,-44.07,-67.57,615.11,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.40,0.29,0.67,-0.56,0.54,-2.18,-0.33,-43.58,-66.47,615.60,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.38,0.30,0.66,-0.57,0.58,-2.12,-0.27,-42.72,-64.45,616.33,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.36,0.32,0.66,-0.58,0.63,-2.10,-0.37,-43.82,-63.96,616.82,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.34,0.34,0.65,-0.59,0.68,-2.07,-0.32,-43.27,-63.05,617.31,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.32,0.35,0.64,-0.60,0.72,-2.02,-0.32,-43.70,-63.72,617.55,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.30,0.37,0.63,-0.61,0.76,-2.02,-0.36,-44.68,-64.70,617.74,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.29,0.39,0.63,-0.61,0.79,-1.99,-0.25,-43.52,-65.43,617.92,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.27,0.40,0.62,-0.62,0.80,-1.94,-0.31,-44.31,-65.00,618.41,-1196.00,1228.00,1344.00
11:47:26 07/04/2014,-0.25,0.42,0.61,-0.63,0.84,-1.88,-0.35,-44.19,-64.33,618.77,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.23,0.43,0.60,-0.63,0.88,-1.82,-0.24,-42.60,-63.84,619.14,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.21,0.45,0.59,-0.64,0.91,-1.79,-0.31,-42.97,-63.66,619.45,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.19,0.46,0.58,-0.65,0.92,-1.72,-0.34,-42.54,-63.48,619.75,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.17,0.48,0.57,-0.65,0.95,-1.68,-0.30,-41.69,-66.22,619.63,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.15,0.49,0.56,-0.66,0.99,-1.69,-0.24,-41.26,-66.71,619.69,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.13,0.50,0.54,-0.66,1.00,-1.59,-0.27,-40.71,-66.59,619.93,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.11,0.52,0.53,-0.66,0.96,-1.52,-0.34,-40.41,-66.83,620.12,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.09,0.53,0.52,-0.67,1.01,-1.51,-0.41,-40.47,-66.77,620.18,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.07,0.54,0.51,-0.67,1.00,-1.44,-0.30,-39.00,-65.92,620.36,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.05,0.55,0.49,-0.67,0.99,-1.39,-0.30,-39.67,-65.61,620.42,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.02,0.56,0.48,-0.67,1.01,-1.33,-0.26,-39.55,-65.06,620.48,212.00,-2646.00,901.00
11:47:26 07/04/2014,-0.00,0.57,0.46,-0.67,1.02,-1.27,-0.23,-39.31,-64.64,620.61,212.00,-2646.00,901.00
11:47:26 07/04/2014,0.02,0.58,0.45,-0.68,1.01,-1.20,-0.41,-41.02,-66.22,620.42,212.00,-2646.00,901.00
11:47:26 07/04/2014,0.04,0.59,0.44,-0.68,0.99,-1.15,-0.33,-41.38,-68.42,620.06,212.00,-2646.00,901.00
11:47:26 07/04/2014,0.06,0.60,0.42,-0.68,0.96,-1.13,-0.27,-41.63,-69.27,620.00,212.00,-2646.00,901.00
11:47:26 07/04/2014,0.08,0.61,0.40,-0.67,0.96,-1.11,-0.27,-41.50,-69.15,620.06,212.00,-2646.00,901.00
11:47:26 07/04/2014,0.10,0.62,0.39,-0.67,0.94,-1.03,-0.24,-42.24,-67.02,620.24,212.00,-2646.00,901.00
11:47:27 07/04/2014,0.12,0.63,0.37,-0.67,0.92,-0.98,-0.30,-42.05,-67.38,620.24,212.00,-2646.00,901.00
11:47:27 07/04/2014,0.14,0.64,0.36,-0.67,0.92,-0.90,-0.27,-41.63,-67.20,620.18,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.16,0.64,0.34,-0.67,0.89,-0.89,-0.20,-43.15,-66.71,620.18,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.18,0.65,0.32,-0.66,0.86,-0.82,-0.15,-43.09,-69.15,619.57,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.20,0.66,0.31,-0.66,0.85,-0.77,-0.22,-42.79,-70.92,619.45,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.22,0.66,0.29,-0.66,0.79,-0.73,-0.21,-42.60,-70.98,619.51,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.24,0.67,0.27,-0.65,0.75,-0.71,-0.16,-43.70,-69.27,619.63,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.26,0.67,0.26,-0.65,0.73,-0.66,-0.18,-42.54,-69.64,619.51,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.28,0.68,0.24,-0.64,0.67,-0.62,-0.20,-42.48,-68.97,619.57,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.30,0.68,0.22,-0.63,0.64,-0.59,-0.09,-43.40,-67.26,619.32,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.32,0.68,0.20,-0.63,0.61,-0.55,-0.15,-42.97,-66.22,618.90,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.33,0.69,0.18,-0.62,0.56,-0.50,-0.16,-43.15,-67.87,618.84,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.35,0.69,0.17,-0.61,0.54,-0.49,-0.16,-44.31,-68.66,619.02,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.37,0.69,0.15,-0.60,0.48,-0.48,-0.08,-45.23,-68.60,619.51,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.39,0.69,0.13,-0.60,0.43,-0.49,0.04,-45.78,-69.15,619.93,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.41,0.69,0.11,-0.59,0.35,-0.44,-0.19,-42.24,-71.29,620.00,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.42,0.69,0.09,-0.58,0.33,-0.42,-0.13,-43.27,-71.96,619.32,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.44,0.69,0.07,-0.57,0.29,-0.37,-0.01,-44.43,-66.35,619.81,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.46,0.69,0.05,-0.56,0.25,-0.39,-0.08,-43.52,-68.42,620.48,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.47,0.69,0.03,-0.55,0.20,-0.36,-0.17,-42.18,-70.13,620.97,1835.00,-1685.00,672.00
11:47:27 07/04/2014,0.49,0.69,0.02,-0.54,0.10,-0.34,-0.10,-44.43,-68.42,621.52,1310.00,677.00,825.00
11:47:27 07/04/2014,0.50,0.69,-0.00,-0.53,0.07,-0.41,0.02,-47.36,-67.69,622.07,1310.00,677.00,825.00
11:47:27 07/04/2014,0.52,0.68,-0.02,-0.51,0.02,-0.40,-0.12,-46.08,-68.91,622.31,1310.00,677.00,825.00
11:47:27 07/04/2014,0.54,0.68,-0.04,-0.50,-0.02,-0.37,0.07,-45.78,-67.75,622.74,1310.00,677.00,825.00
11:47:27 07/04/2014,0.55,0.67,-0.06,-0.49,-0.08,-0.42,0.06,-46.08,-66.96,623.84,1310.00,677.00,825.00
11:47:27 07/04/2014,0.56,0.67,-0.08,-0.48,-0.11,-0.38,-0.07,-42.42,-68.36,624.08,1310.00,677.00,825.00
11:47:27 07/04/2014,0.58,0.67,-0.10,-0.46,-0.19,-0.42,-0.07,-40.41,-68.30,625.79,1310.00,677.00,825.00
11:47:27 07/04/2014,0.59,0.66,-0.12,-0.45,-0.26,-0.45,-0.09,-44.37,-66.35,626.16,1310.00,677.00,825.00
11:47:27 07/04/2014,0.60,0.65,-0.14,-0.43,-0.28,-0.44,0.02,-44.25,-67.75,626.22,1310.00,677.00,825.00
11:47:27 07/04/2014,0.62,0.65,-0.16,-0.42,-0.35,-0.48,-0.01,-45.78,-67.50,626.65,1310.00,677.00,825.00
11:47:27 07/04/2014,0.63,0.64,-0.17,-0.40,-0.36,-0.49,0.03,-45.29,-67.20,627.26,1310.00,677.00,825.00
11:47:27 07/04/2014,0.64,0.63,-0.19,-0.39,-0.44,-0.53,0.06,-44.07,-66.77,628.05,1310.00,677.00,825.00
11:47:27 07/04/2014,0.65,0.63,-0.21,-0.37,-0.46,-0.54,-0.03,-42.66,-66.96,629.03,1310.00,677.00,825.00
11:47:27 07/04/2014,0.66,0.62,-0.23,-0.36,-0.53,-0.56,-0.08,-42.60,-67.20,630.25,1310.00,677.00,825.00
11:47:27 07/04/2014,0.67,0.61,-0.25,-0.34,-0.56,-0.69,-0.06,-46.57,-66.10,631.23,1310.00,677.00,825.00
11:47:27 07/04/2014,0.68,0.60,-0.27,-0.33,-0.63,-0.66,0.00,-43.70,-67.32,630.86,1310.00,677.00,825.00
11:47:27 07/04/2014,0.69,0.59,-0.28,-0.31,-0.64,-0.69,0.02,-44.80,-66.65,631.04,1310.00,677.00,825.00
11:47:27 07/04/2014,0.70,0.58,-0.30,-0.29,-0.67,-0.76,0.04,-43.70,-66.89,631.29,1310.00,677.00,825.00
11:47:27 07/04/2014,0.71,0.57,-0.32,-0.27,-0.72,-0.80,-0.06,-42.85,-67.14,631.90,1310.00,677.00,825.00
11:47:27 07/04/2014,0.72,0.56,-0.34,-0.26,-0.75,-0.85,0.01,-43.64,-67.50,632.39,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.72,0.54,-0.35,-0.24,-0.77,-0.90,-0.08,-43.03,-69.58,632.93,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.73,0.53,-0.37,-0.22,-0.81,-0.96,-0.06,-42.48,-69.03,633.79,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.73,0.52,-0.39,-0.20,-0.82,-1.01,-0.04,-43.58,-67.81,634.58,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.74,0.51,-0.40,-0.18,-0.85,-1.05,0.00,-44.01,-66.65,635.50,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.74,0.49,-0.42,-0.17,-0.85,-1.11,0.06,-44.37,-66.59,636.23,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.75,0.48,-0.43,-0.15,-0.88,-1.14,0.01,-42.54,-67.20,637.15,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.75,0.47,-0.45,-0.13,-0.91,-1.20,-0.06,-40.95,-68.18,638.00,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.75,0.45,-0.46,-0.11,-0.92,-1.28,-0.10,-40.89,-68.97,638.73,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.76,0.44,-0.48,-0.09,-0.92,-1.32,-0.16,-41.87,-69.21,639.40,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.76,0.42,-0.49,-0.07,-0.91,-1.38,-0.12,-42.66,-68.12,640.20,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.76,0.40,-0.51,-0.05,-0.92,-1.45,-0.10,-44.19,-69.76,640.81,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.76,0.39,-0.52,-0.03,-0.92,-1.49,-0.02,-43.64,-70.01,641.48,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.76,0.37,-0.53,-0.01,-0.91,-1.55,-0.03,-43.27,-70.43,642.40,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.76,0.35,-0.55,0.01,-0.88,-1.62,0.00,-42.66,-69.58,643.55,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.76,0.34,-0.56,0.03,-0.89,-1.67,-0.10,-42.48,-68.36,644.78,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.76,0.32,-0.57,0.05,-0.88,-1.75,-0.12,-43.15,-69.27,645.51,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.75,0.30,-0.58,0.06,-0.89,-1.79,-0.19,-43.46,-70.07,646.24,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.75,0.28,-0.59,0.08,-0.84,-1.84,-0.24,-43.76,-71.11,646.91,163.00,1512.00,1253.00
11:47:27 07/04/2014,0.74,0.27,-0.60,0.10,-0.83,-1.90,-0.15,-43.40,-71.59,647.64,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.74,0.25,-0.61,0.12,-0.81,-1.98,-0.07,-42.91,-71.84,648.44,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.73,0.23,-0.62,0.14,-0.76,-2.01,-0.04,-42.79,-71.72,649.54,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.73,0.21,-0.63,0.16,-0.75,-2.07,-0.19,-44.62,-72.75,650.63,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.72,0.19,-0.64,0.18,-0.73,-2.10,-0.17,-43.52,-73.12,651.25,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.71,0.17,-0.65,0.20,-0.69,-2.15,-0.18,-43.82,-73.36,651.92,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.71,0.15,-0.66,0.22,-0.62,-2.19,-0.21,-44.68,-74.10,652.65,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.70,0.13,-0.66,0.24,-0.58,-2.24,-0.24,-44.25,-73.12,653.44,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.69,0.11,-0.67,0.26,-0.53,-2.29,-0.13,-44.01,-72.57,654.11,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.68,0.09,-0.67,0.27,-0.51,-2.32,-0.15,-45.04,-72.39,655.15,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.67,0.07,-0.68,0.29,-0.44,-2.35,-0.21,-45.17,-72.08,656.07,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.66,0.05,-0.68,0.31,-0.40,-2.37,-0.22,-45.17,-72.20,656.86,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.65,0.03,-0.69,0.33,-0.38,-2.41,-0.33,-46.14,-73.24,657.59,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.64,0.01,-0.69,0.34,-0.33,-2.45,-0.27,-46.20,-76.05,658.02,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.62,-0.01,-0.69,0.36,-0.30,-2.49,-0.27,-46.20,-75.20,658.51,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.61,-0.03,-0.70,0.38,-0.20,-2.45,-0.19,-44.74,-73.18,658.94,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.60,-0.05,-0.70,0.39,-0.13,-2.46,-0.18,-45.78,-72.45,659.91,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.58,-0.07,-0.70,0.41,-0.14,-2.50,-0.28,-48.58,-73.36,660.89,-1622.00,441.00,1253.00
11:47:27 07/04/2014,0.57,-0.09,-0.70,0.43,-0.05,-2.52,-0.31,-47.55,-73.18,661.25,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.55,-0.11,-0.70,0.44,-0.01,-2.50,-0.31,-45.29,-72.39,661.62,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.54,-0.13,-0.70,0.46,0.03,-2.50,-0.29,-45.04,-71.96,661.87,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.52,-0.15,-0.70,0.47,0.11,-2.51,-0.27,-44.62,-72.02,662.11,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.50,-0.17,-0.69,0.48,0.17,-2.50,-0.24,-44.86,-72.69,662.35,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.49,-0.19,-0.69,0.50,0.25,-2.49,-0.28,-44.86,-73.24,662.41,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.47,-0.21,-0.69,0.51,0.25,-2.47,-0.30,-45.17,-73.36,662.66,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.45,-0.23,-0.68,0.52,0.31,-2.44,-0.38,-47.12,-73.79,662.72,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.43,-0.25,-0.68,0.54,0.38,-2.48,-0.45,-50.23,-73.97,662.72,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.42,-0.27,-0.67,0.55,0.43,-2.44,-0.29,-46.45,-72.75,662.78,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.40,-0.29,-0.67,0.56,0.50,-2.39,-0.24,-46.20,-72.51,662.66,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.38,-0.31,-0.66,0.57,0.58,-2.38,-0.24,-45.72,-72.02,662.54,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.36,-0.32,-0.66,0.58,0.60,-2.34,-0.19,-43.95,-71.72,662.60,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.34,-0.34,-0.65,0.59,0.67,-2.27,-0.29,-44.19,-71.41,662.54,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.32,-0.36,-0.64,0.60,0.65,-2.32,-0.41,-44.43,-70.37,662.48,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.30,-0.38,-0.63,0.61,0.73,-2.20,-0.31,-40.89,-72.20,662.23,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.28,-0.39,-0.62,0.62,0.77,-2.14,-0.46,-42.42,-71.96,662.17,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.26,-0.41,-0.61,0.62,0.77,-2.15,-0.41,-45.23,-70.68,661.93,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.24,-0.43,-0.60,0.63,0.81,-2.12,-0.29,-43.58,-71.23,661.56,-1261.00,-1732.00,932.00
11:47:27 07/04/2014,0.21,-0.44,-0.59,0.64,0.85,-2.05,-0.28,-44.74,-70.07,661.25,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,0.19,-0.46,-0.58,0.64,0.90,-1.97,-0.31,-44.56,-71.29,660.77,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,0.17,-0.47,-0.57,0.65,0.91,-1.91,-0.23,-42.79,-72.14,660.40,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,0.15,-0.49,-0.56,0.66,0.92,-1.89,-0.33,-43.03,-72.45,660.22,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,0.13,-0.50,-0.55,0.66,0.95,-1.82,-0.32,-41.50,-72.88,659.97,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,0.11,-0.51,-0.53,0.66,0.97,-1.76,-0.37,-41.38,-72.81,659.79,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,0.09,-0.53,-0.52,0.67,0.96,-1.73,-0.44,-42.60,-72.20,659.55,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,0.06,-0.54,-0.51,0.67,1.00,-1.66,-0.19,-40.47,-72.63,659.30,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,0.04,-0.55,-0.49,0.67,1.01,-1.60,-0.23,-41.93,-71.78,659.36,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,0.02,-0.56,-0.48,0.67,1.02,-1.57,-0.36,-43.40,-71.66,659.00,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,-0.00,-0.57,-0.46,0.68,0.99,-1.49,-0.20,-39.92,-72.94,658.75,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,-0.02,-0.59,-0.45,0.68,0.99,-1.43,-0.27,-40.22,-73.18,658.57,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,-0.05,-0.60,-0.43,0.68,1.00,-1.37,-0.26,-40.22,-72.63,658.33,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,-0.07,-0.61,-0.41,0.68,0.96,-1.31,-0.25,-39.98,-73.30,658.14,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,-0.09,-0.62,-0.40,0.68,0.97,-1.27,-0.27,-40.47,-73.00,657.96,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,-0.11,-0.62,-0.38,0.67,0.98,-1.19,-0.19,-41.08,-71.72,657.96,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,-0.13,-0.63,-0.36,0.67,0.94,-1.17,-0.26,-41.87,-71.17,657.96,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,-0.15,-0.64,-0.35,0.67,0.88,-1.09,-0.28,-42.05,-70.31,658.02,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,-0.17,-0.65,-0.33,0.67,0.88,-1.03,-0.24,-42.66,-69.70,658.02,1015.00,-2709.00,1436.00
11:47:27 07/04/2014,-0.20,-0.65,-0.31,0.66,0.90,-1.02,-0.22,-43.76,-69.64,657.96,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.22,-0.66,-0.29,0.66,0.84,-0.94,-0.13,-44.49,-71.11,657.78,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.24,-0.67,-0.27,0.65,0.81,-0.94,-0.13,-46.20,-74.04,657.41,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.26,-0.67,-0.26,0.65,0.77,-0.86,-0.22,-44.86,-76.48,657.35,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.28,-0.68,-0.24,0.64,0.68,-0.79,-0.14,-44.62,-76.78,657.35,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.30,-0.68,-0.22,0.63,0.68,-0.82,-0.20,-47.36,-73.91,657.65,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.32,-0.68,-0.20,0.63,0.64,-0.76,-0.07,-44.56,-73.30,657.71,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.34,-0.69,-0.18,0.62,0.61,-0.72,-0.13,-43.95,-73.18,658.14,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.36,-0.69,-0.16,0.61,0.54,-0.69,-0.12,-43.58,-71.53,658.45,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.38,-0.69,-0.14,0.60,0.49,-0.65,-0.04,-42.97,-70.01,658.57,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.40,-0.69,-0.12,0.59,0.44,-0.64,-0.17,-41.81,-70.86,658.63,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.41,-0.69,-0.10,0.58,0.38,-0.60,-0.12,-42.24,-70.37,658.81,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.43,-0.69,-0.08,0.57,0.34,-0.59,-0.08,-42.91,-70.43,659.00,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.45,-0.69,-0.06,0.56,0.28,-0.59,-0.08,-43.46,-70.92,659.12,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.47,-0.69,-0.04,0.55,0.24,-0.57,-0.10,-43.58,-71.17,659.18,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.48,-0.69,-0.02,0.54,0.19,-0.54,-0.09,-44.07,-72.27,659.30,2310.00,-283.00,779.00
11:47:27 07/04/2014,-0.50,-0.69,-0.00,0.53,0.13,-0.56,-0.12,-46.33,-70.74,659.67,2310.00,-283.00,779.00
